1	0.0909091	18913.3
2	0.545455	16866.1
3	0.727273	14898.6
4	0.909091	13010.8
5	2.27273	11202.8
6	4	9474.49
7	7.54545	7825.94
8	10.8182	6257.12
9	16.7273	4768.05
10	24.5455	3358.72
11	34.3636	2029.13
12	48.3636	779.281
13	65	-390.83
14	87.0909	-1481.2
15	113	-2491.83
16	146	-3422.72
17	188.455	-4273.87
18	237.909	-5045.28
19	287	-5736.95
20	357.727	-6348.88
21	439.273	-6881.07
22	523.182	-7333.52
23	626.273	-7706.23
24	732.909	-7999.2
25	861.909	-8212.43
26	1026.27	-8345.92
27	1181.36	-8399.67
28	1366.45	-8373.68
29	1554.55	-8267.95
30	1781.18	-8082.48
31	2031.18	-7817.27
32	2307.09	-7472.32
33	2609.45	-7047.63
34	2983.09	-6543.2
35	3333.82	-5959.02
36	3711.64	-5295.11
37	4159	-4551.46
38	4625.55	-3728.07
39	5129.27	-2824.94
40	6035.82	-1842.07
41	6483.55	-779.457
42	6932	362.894
43	7571.82	1584.99
44	8308.36	2886.82
45	9100	4268.39
46	9984.91	5729.7
47	10912	7270.75
48	11852.4	8891.54
49	12918.3	10592.1
50	14047.9	12372.3
51	15125.2	14232.4
52	16353	16172.1
53	17621.5	18191.6
54	18997.1	20290.8
55	20472.3	22469.8
56	21967.5	24728.5
57	23576.9	27067
58	25325.4	29485.2
59	27193.1	31983.1
60	29021.4	34560.8
61	31080.6	37218.2
62	33115.4	39955.3
63	35304.8	42772.2
64	37641.5	45668.9
65	40037	48645.2
66	42607.1	51701.4
67	45284.2	54837.2
68	47817.8	58052.8
69	50696	61348.1
70	56625.9	64723.2
71	57283.2	68178
72	60568.5	71712.6
73	63991.5	75326.9
74	67400.6	79020.9
75	71252.1	82794.7
76	79405.6	86648.2
77	79300	90581.4
78	83307.6	94594.4
79	87714.1	98687.2
80	94589.6	102860
81	97174.1	107112
82	103200	111444
83	107091	115856
84	112220	120347
85	117812	124918
86	123426	129569
87	129302	134300
88	135363	139110
89	141688	144000
90	148363	148970
91	155058	154020
92	161975	159149
93	169389	164358
94	181285	169647
95	190560	175016
96	194346	180464
97	201839	185992
98	209126	191600
99	218042	197287
100	226710	203055
